name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,game_week
Aleix_Garc�a Serrano,0,0,0,0,0,0,0,0,0,0,0,0,578,0,0,216,0,0,0,0,13061,0,0,2017-01-21T17:30:00Z,1/21/19 17:30,0,0,0,0,0,17,0,0,0,0,0,0,22,0,595,0,0,0,2,2,0,0,-6,17,23,50,TRUE,0,0,22
Aleksandar_Kolarov,0,47,0,0,1,22,0,15,40,28.5,2,0,220,0,0,216,2,2,0,5.7,12703,28.4,2,2017-01-21T17:30:00Z,1/21/19 17:30,0,0,90,0,1,17,0,0,0,0,11,0,22,0,145933,0,1,0,2,2,0,1,-12160,516,12676,58,TRUE,0,1,22
Alexander_Manninger,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0,215,0,0,0,0,13007,0,0,2017-01-21T12:30:00Z,1/21/19 12:30,0,0,0,0,0,16,0,0,0,0,0,0,22,0,16132,0,0,0,3,2,0,0,-160,143,303,40,TRUE,0,0,22
Alexis_S�nchez,0,53,0,0,1,29,0,2,42,51.4,5,0,12,0,0,211,0,1,1,16.8,12495,51.6,3,2017-01-22T14:15:00Z,1/22/19 14:15,0,0,90,0,2,3,0,0,0,0,4,0,22,0,1615967,8,0,4,1,2,65,8,21206,42083,20877,119,TRUE,1,0,22
Alex_Baptiste,0,0,0,0,0,0,0,0,0,0,0,0,522,0,0,217,0,0,0,0,13005,0,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,0,0,0,20,0,0,0,0,0,0,22,0,2631,0,0,0,3,1,0,0,-43,16,59,40,TRUE,0,0,22
Alex_Bruce,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,213,0,0,0,0,12637,0,0,2017-01-22T16:30:00Z,1/22/19 16:30,0,0,0,0,0,4,0,0,0,0,0,0,22,0,5963,0,0,0,0,2,0,0,-153,86,239,40,FALSE,0,0,22
Alex_Iwobi,0,35,0,0,0,14,1,1,31,37.2,3,0,21,0,0,211,0,0,0,8.6,12504,11.2,3,2017-01-22T14:15:00Z,1/22/19 14:15,0,0,68,0,0,3,0,0,0,0,2,0,22,0,97516,2,0,0,1,2,38,3,34873,39821,4948,59,TRUE,0,0,22
Alex_McCarthy,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,218,0,0,0,0,12584,0,0,2017-01-22T12:00:00Z,1/22/19 12:00,0,0,0,0,0,8,0,0,0,0,0,0,22,0,5943,0,0,0,0,3,0,0,-86,10,96,43,TRUE,0,0,22
Alex_Oxlade-Chamberlain,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,211,0,0,0,0,12501,0,0,2017-01-22T14:15:00Z,1/22/19 14:15,0,0,0,0,0,3,0,0,0,0,0,0,22,0,57315,0,0,0,1,2,0,0,-2654,567,3221,58,TRUE,0,0,22
Alex_Palmer,0,0,0,0,0,0,0,0,0,0,0,0,601,0,0,220,0,0,0,0,13084,0,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,0,0,0,15,0,0,0,0,0,0,22,0,2772,0,0,0,0,2,0,0,-139,23,162,40,TRUE,0,0,22
Alex_Pike,0,0,0,0,0,0,0,0,0,0,0,0,608,0,0,217,0,0,0,0,13091,0,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,0,0,0,12,0,0,0,0,0,0,22,0,1529,0,0,0,3,1,0,0,-198,13,211,40,FALSE,0,0,22
Alex_Pritchard,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,216,0,0,0,0,12884,0,0,2017-01-21T17:30:00Z,1/21/19 17:30,0,0,0,0,0,10,0,0,0,0,0,0,22,0,201,0,0,0,2,2,0,0,2,4,2,45,FALSE,0,0,22
Alfie_Mawson,0,21,0,0,0,15,0,12,16,0.3,0,0,558,0,0,215,0,2,0,3.7,13041,26.6,0,2017-01-21T12:30:00Z,1/21/19 12:30,0,0,90,0,0,9,0,0,0,0,1,0,22,0,2084,0,2,1,3,2,10,1,-111,122,233,45,FALSE,0,0,22
Allan-Rom�o_Nyom,0,31,0,0,0,25,1,6,26,6.3,0,0,412,0,0,220,3,0,0,2.4,12895,17.4,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,90,0,1,15,0,0,0,0,5,0,22,0,57075,2,3,0,0,2,0,5,-6089,1185,7274,44,TRUE,0,1,22
Allan_McGregor,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,213,0,0,0,0,12629,0,0,2017-01-22T16:30:00Z,1/22/19 16:30,0,0,0,0,0,4,0,0,0,0,0,0,22,0,1036,0,0,0,0,2,0,0,-16,8,24,44,FALSE,0,0,22
Almen_Abdi,0,0,0,0,0,0,0,0,0,0,0,0,417,0,0,212,0,0,0,0,12900,0,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,0,0,0,2,0,0,0,0,0,0,22,0,56,0,0,0,2,2,0,0,-3,0,3,50,FALSE,0,0,22
Ander_Herrera,0,110,0,0,1,22,0,7,102,43,1,0,262,0,0,219,2,1,0,10.9,12745,31.4,2,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,90,0,3,14,0,0,0,0,12,0,22,0,37197,1,0,0,1,1,35,3,-2474,1846,4320,63,FALSE,0,0,22
Andreas_Pereira,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,219,0,0,0,0,12746,0,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,0,0,0,14,0,0,0,0,0,0,22,0,1952,0,0,0,1,1,0,0,-6,6,12,44,FALSE,0,0,22
Andrew_Eleftheriou,0,0,0,0,0,0,0,0,0,0,0,0,605,0,0,212,0,0,0,0,13088,0,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,0,0,0,2,0,0,0,0,0,0,22,0,770,0,0,0,2,2,0,0,12,56,44,40,FALSE,0,0,22
Andrew_Robertson,0,41,0,0,0,5,0,2,30,2.7,1,0,152,0,0,213,1,2,0,0.9,12635,6.2,0,2017-01-22T16:30:00Z,1/22/19 16:30,0,0,90,0,0,4,0,0,0,0,2,0,22,0,39380,1,0,0,0,2,0,0,1136,2251,1115,43,FALSE,0,1,22
Andrew_Surman,1,81,0,0,0,21,0,2,68,17.4,0,0,39,0,0,212,1,2,0,5.1,12522,29.6,1,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,90,0,0,18,0,0,0,0,5,0,22,0,4995,0,0,0,2,2,4,5,-19,50,69,46,TRUE,0,0,22
Andre_Gray,0,10,0,0,2,30,0,0,8,1.3,2,0,68,0,0,211,1,2,1,7.7,12551,37.4,0,2017-01-22T14:15:00Z,1/22/19 14:15,0,0,90,0,0,1,0,0,0,0,2,0,22,0,216668,1,0,0,1,2,38,8,-19513,10514,30027,62,FALSE,0,0,22
Andros_Townsend,0,3,0,0,0,3,0,0,3,0.8,1,0,120,0,0,214,0,0,0,0.4,12603,1.4,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,3,0,0,6,0,0,0,0,0,0,22,0,86853,1,0,0,1,0,2,1,-3495,614,4109,59,TRUE,0,0,22
Andr�_Ayew,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,217,0,0,0,0,12857,0,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,0,0,0,12,0,0,0,0,0,0,22,0,44343,0,0,0,3,1,0,0,-411,41,452,71,FALSE,0,0,22
Andy_Carroll,0,27,1,0,3,63,0,7,19,14.1,0,0,468,0,0,217,0,1,2,16.5,12951,79.2,1,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,66,0,0,12,0,0,0,0,3,0,22,0,123702,2,0,0,3,1,72,13,9262,22135,12873,62,FALSE,1,0,22
Andy_King,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,218,0,0,0,0,12661,0,0,2017-01-22T12:00:00Z,1/22/19 12:00,0,0,0,0,0,13,0,0,0,0,0,0,22,0,11876,0,0,0,0,3,0,0,-473,108,581,48,FALSE,0,0,22
Angelo_Ogbonna,0,27,0,0,0,17,0,17,25,0.1,0,0,456,0,0,217,0,1,0,3.4,12939,33.8,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,90,0,0,12,0,0,0,0,3,0,22,0,40311,0,1,0,3,1,0,2,-1124,537,1661,48,FALSE,0,0,22
Angel_Rangel,0,4,0,0,0,3,0,2,4,0.6,0,0,361,0,0,215,0,0,0,0.3,12844,2.6,0,2017-01-21T12:30:00Z,1/21/19 12:30,0,0,12,0,0,9,0,0,0,0,1,0,22,0,11390,1,0,0,3,2,0,1,-333,202,535,43,FALSE,0,0,22
Anthony_Martial,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,219,0,0,0,0,12750,0,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,0,0,0,14,0,0,0,0,0,0,22,0,106842,0,0,0,1,1,0,0,-702,410,1112,92,FALSE,0,0,22
Antonio_Barrag�n,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,217,0,0,0,0,12960,0,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,0,0,0,20,0,0,0,0,0,0,22,0,49999,0,0,0,3,1,0,0,-9682,128,9810,45,TRUE,0,0,22
Antonio_Valencia,0,55,0,0,0,19,0,0,47,41,3,0,250,0,0,219,0,1,0,6.6,12733,20.6,2,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,90,1,4,14,0,0,0,0,8,0,22,0,330629,1,0,0,1,1,4,2,23216,30450,7234,55,FALSE,0,0,22
Arouna_Kon�,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,214,0,0,0,0,12627,0,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,0,0,0,5,0,0,0,0,0,0,22,0,32743,0,0,0,1,0,0,0,-209,239,448,51,FALSE,0,0,22
Arthur_Masuaku,0,0,0,0,0,0,0,0,0,0,0,0,505,0,0,217,0,0,0,0,12988,0,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,0,0,0,12,0,0,0,0,0,0,22,0,6405,0,0,0,3,1,0,0,-104,8,112,47,FALSE,0,0,22
Artur_Boruc,0,24,0,0,0,8,0,1,10,0,0,0,29,0,0,212,0,2,0,0.5,12512,5.2,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,90,0,0,18,0,0,0,0,2,0,22,1,283514,0,0,0,2,2,0,1,-5584,3684,9268,46,TRUE,0,0,22
Ashley_Barnes,1,10,0,0,0,9,0,4,4,0.1,0,0,70,0,0,211,1,2,0,9.9,12553,16,0,2017-01-22T14:15:00Z,1/22/19 14:15,0,0,90,0,0,1,0,0,0,0,3,0,22,0,105506,5,0,0,1,2,83,4,2721,11985,9264,45,FALSE,0,1,22
Ashley_Fletcher,0,0,0,0,0,0,0,0,0,0,0,0,535,0,0,217,0,0,0,0,13018,0,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,0,0,0,12,0,0,0,0,0,0,22,0,6861,0,0,0,3,1,0,0,-101,297,398,50,FALSE,0,0,22
Ashley_Williams,0,49,0,0,1,30,1,11,45,10.7,0,0,359,0,0,214,0,0,0,3.3,12842,18.2,1,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,90,0,0,5,0,0,0,0,3,0,22,0,370342,0,0,1,1,0,4,7,17868,27559,9691,50,FALSE,0,0,22
Ashley_Young,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,219,0,0,0,0,12743,0,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,0,0,0,14,0,0,0,0,0,0,22,0,2846,0,0,0,1,1,0,0,-6,35,41,51,FALSE,0,0,22
Asmir_Begovic,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,213,0,0,0,0,12557,0,0,2017-01-22T16:30:00Z,1/22/19 16:30,0,0,0,0,0,7,0,0,0,0,0,0,22,0,8880,0,0,0,0,2,0,0,-52,35,87,47,TRUE,0,0,22
Bacary_Sagna,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,216,0,0,0,0,12707,0,0,2017-01-21T17:30:00Z,1/21/19 17:30,0,0,0,0,0,17,0,0,0,0,0,0,22,0,77373,0,0,0,2,2,0,0,-833,273,1106,53,TRUE,0,0,22
Baf�timbi_Gomis,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,215,0,0,0,0,12860,0,0,2017-01-21T12:30:00Z,1/21/19 12:30,0,0,0,0,0,9,0,0,0,0,0,0,22,0,961,0,0,0,3,2,0,0,-4,13,17,65,FALSE,0,0,22
Bakary_Sako,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,214,0,0,0,0,12602,0,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,0,0,0,6,0,0,0,0,0,0,22,0,751,0,0,0,1,0,0,0,-15,14,29,53,TRUE,0,0,22
Bamidele_Alli,0,17,0,0,0,17,0,0,10,8.5,0,0,398,0,0,216,2,2,1,7.5,12881,33.8,0,2017-01-21T17:30:00Z,1/21/19 17:30,0,0,90,2,0,10,0,0,0,0,2,0,22,0,1000585,2,1,0,2,2,33,6,48460,95070,46610,87,FALSE,0,1,22
Bartosz_Kapustka,0,0,0,0,0,0,0,0,0,0,0,0,497,0,0,218,0,0,0,0,12980,0,0,2017-01-22T12:00:00Z,1/22/19 12:00,0,0,0,0,0,13,0,0,0,0,0,0,22,0,2950,0,0,0,0,3,0,0,-16,11,27,50,FALSE,0,0,22
Bastian_Schweinsteiger,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,219,0,0,0,0,12748,0,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,0,0,0,14,0,0,0,0,0,0,22,0,6038,0,0,0,1,1,0,0,-30,60,90,51,FALSE,0,0,22
Benik_Afobe,0,5,0,0,2,26,0,0,4,0.6,0,0,52,0,0,212,1,0,1,5.2,12535,32.2,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,17,0,0,18,0,0,0,0,0,0,22,0,31545,0,0,0,2,2,19,7,-1544,2797,4341,56,TRUE,0,0,22
Benjamin_Chilwell,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,218,0,0,0,0,12979,0,0,2017-01-22T12:00:00Z,1/22/19 12:00,0,0,0,0,0,13,0,0,0,0,0,0,22,0,7111,0,0,0,0,3,0,0,391,660,269,43,FALSE,0,0,22
Ben_Davies,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,216,0,0,0,0,12869,0,0,2017-01-21T17:30:00Z,1/21/19 17:30,0,0,0,0,0,10,0,0,0,0,0,0,22,0,9416,0,0,0,2,2,0,0,1051,1341,290,47,FALSE,0,0,22
Ben_Foster,0,21,0,0,0,26,1,1,9,0,0,0,430,0,0,220,0,0,0,2.1,12913,21.4,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,90,0,0,15,0,0,0,0,7,0,22,3,656420,0,0,0,0,2,0,7,-2507,16196,18703,47,TRUE,0,0,22
Ben_Gibson,0,66,0,0,0,12,0,4,60,1.8,0,0,278,0,0,217,1,3,0,1.6,12761,12.4,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,90,0,0,20,0,0,0,0,6,0,22,0,429825,0,0,0,3,1,2,0,19296,32051,12755,49,TRUE,0,1,22
Ben_Hamer,0,0,0,0,0,0,0,0,0,0,0,0,583,0,0,218,0,0,0,0,13066,0,0,2017-01-22T12:00:00Z,1/22/19 12:00,0,0,0,0,0,13,0,0,0,0,0,0,22,0,620,0,0,0,0,3,0,0,5,15,10,44,FALSE,0,0,22
Ben_Hinchcliffe,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,213,0,0,0,0,13028,0,0,2017-01-22T16:30:00Z,1/22/19 16:30,0,0,0,0,0,4,0,0,0,0,0,0,22,0,1774,0,0,0,0,2,0,0,0,69,69,45,FALSE,0,0,22
Ben_Mee,0,20,0,0,0,11,0,13,17,4.2,0,0,56,0,0,211,1,2,0,6,12539,30,0,2017-01-22T14:15:00Z,1/22/19 14:15,0,0,90,0,1,1,0,1,0,0,3,0,22,0,118753,0,1,1,1,2,26,1,27311,33978,6667,46,FALSE,0,0,22
Ben_Watson,0,0,0,0,0,0,0,0,0,0,0,0,418,0,0,212,0,0,0,0,12901,0,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,0,0,0,2,0,0,0,0,0,0,22,0,31614,0,0,0,2,2,0,0,-298,763,1061,42,FALSE,0,0,22
Ben_Woodburn,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,215,0,0,0,0,13086,0,0,2017-01-21T12:30:00Z,1/21/19 12:30,0,0,0,0,0,16,0,0,0,0,0,0,22,0,472,0,0,0,3,2,0,0,-5,69,74,43,TRUE,0,0,22
Ben_Wynter,0,0,0,0,0,0,0,0,0,0,0,0,585,0,0,214,0,0,0,0,13068,0,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,0,0,0,6,0,0,0,0,0,0,22,0,6389,0,0,0,1,0,0,0,-105,116,221,40,TRUE,0,0,22
Bernardo_Espinosa Z��iga,0,71,0,0,0,13,0,7,61,1.5,0,0,280,0,0,217,2,3,0,2.3,12763,19.8,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,90,0,0,20,0,0,0,0,5,0,22,0,1478,0,2,0,3,1,2,0,368,455,87,43,TRUE,0,1,22
Bertrand_Traore,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,213,0,0,0,0,12574,0,0,2017-01-22T16:30:00Z,1/22/19 16:30,0,0,0,0,0,7,0,0,0,0,0,0,22,0,1033,0,0,0,0,2,0,0,-7,12,19,54,TRUE,0,0,22
Billy_Jones,0,46,0,0,0,18,0,6,37,23.2,0,0,343,0,0,220,0,2,0,7.2,12826,25.6,1,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,90,0,2,19,0,0,0,0,3,0,22,0,1457,1,1,0,0,2,23,1,-7,29,36,44,FALSE,0,0,22
Boaz_Myhill,0,0,0,0,0,0,0,0,0,0,0,0,429,0,0,220,0,0,0,0,12912,0,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,0,0,0,15,0,0,0,0,0,0,22,0,20438,0,0,0,0,2,0,0,-264,132,396,42,TRUE,0,0,22
Bojan_Krkic,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,219,0,0,0,0,12818,0,0,2017-01-21T15:00:00Z,1/21/19 15:00,0,0,0,0,0,11,0,0,0,0,0,0,22,0,35218,0,0,0,1,1,0,0,-1173,114,1287,55,TRUE,0,0,22
Borja_Bast�n,0,2,0,0,0,2,0,1,0,0,0,0,507,0,0,215,0,0,0,0,12990,0,0,2017-01-21T12:30:00Z,1/21/19 12:30,0,0,6,0,0,9,0,0,0,0,0,0,22,0,1825,1,0,0,3,2,0,1,-45,25,70,67,FALSE,0,0,22
