name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,game_week
Adam_Lallana,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,126,0,0,0,0,7144,0,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,0,0,0,15,0,0,0,0,0,0,13,0,335773,0,0,0,0,2,0,0,-80740,2965,83705,71,TRUE,0,0,13
Adam_Matthews,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,126,0,0,0,0,7284,0,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,0,0,0,9,0,0,0,0,0,0,13,0,1121,0,0,0,0,2,0,0,-15,5,20,40,FALSE,0,0,13
Adam_Reach,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,125,0,0,0,0,7224,0,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,0,0,0,8,0,0,0,0,0,0,13,0,1175,0,0,0,2,2,0,0,-22,1,23,44,FALSE,0,0,13
Adam_Smith,0,32,0,1,0,5,0,5,25,19,1,0,34,0,0,121,1,3,0,3.1,6973,5.2,1,2016-11-27T14:15:00Z,11/27/19 14:15,0,0,90,0,1,1,0,0,0,0,5,0,13,0,456139,3,0,2,1,3,7,1,-7580,4842,12422,48,FALSE,0,0,13
Adl�ne_Gu�dioura,0,0,0,0,0,0,0,0,0,0,0,0,415,0,0,130,0,0,0,0,7354,0,0,2016-11-27T12:00:00Z,11/27/19 12:00,0,0,0,0,0,14,0,0,0,0,0,0,13,0,3286,0,0,0,1,0,0,0,-68,32,100,44,TRUE,0,0,13
Adnan_Januzaj,0,1,0,0,0,2,0,0,1,0.3,1,0,261,0,0,126,0,1,0,0.1,7200,1,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,12,0,0,9,0,0,0,0,1,0,13,0,21626,2,0,0,0,2,0,1,-346,57,403,53,FALSE,0,0,13
Adrian_Mariappa,0,0,0,0,0,0,0,0,0,0,0,0,556,0,0,130,0,0,0,0,7495,0,0,2016-11-27T12:00:00Z,11/27/19 12:00,0,0,0,0,0,14,0,0,0,0,0,0,13,0,18770,0,0,0,1,0,0,0,-198,390,588,40,TRUE,0,0,13
Adri�n_San Miguel del Castillo,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,127,0,0,0,0,7389,0,0,2016-11-27T16:30:00Z,11/27/19 16:30,0,0,0,0,0,11,0,0,0,0,0,0,13,0,105155,0,0,0,1,1,0,0,-5277,211,5488,49,FALSE,0,0,13
Ahmed_Elmohamady,0,69,0,0,0,14,0,2,52,18.1,0,0,158,0,0,124,0,1,0,3.3,7097,15,1,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,90,0,1,19,0,0,0,0,4,0,13,0,10360,0,1,0,1,1,0,2,-183,68,251,48,TRUE,0,0,13
Ahmed_Musa,0,11,0,0,0,3,0,1,7,16.1,0,0,187,0,0,125,0,1,0,3,7126,1.4,1,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,23,0,1,12,0,0,0,0,1,0,13,0,166718,0,0,2,2,2,12,1,-9668,1718,11386,70,TRUE,0,0,13
Aiden_O'Neill,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,122,0,0,0,0,7470,0,0,2016-11-26T12:30:00Z,11/26/19 12:30,0,0,0,0,0,10,0,0,0,0,0,0,13,0,1237,0,0,0,2,1,0,0,-33,19,52,44,TRUE,0,0,13
Ainsley_Maitland-Niles,0,0,0,0,0,0,0,0,0,0,0,0,593,0,0,121,0,0,0,0,7532,0,0,2016-11-27T14:15:00Z,11/27/19 14:15,0,0,0,0,0,2,0,0,0,0,0,0,13,0,67,0,0,0,1,3,0,0,4,8,4,45,TRUE,0,0,13
Alberto_Moreno,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,126,0,0,0,0,7131,0,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,0,0,0,15,0,0,0,0,0,0,13,0,76225,0,0,0,0,2,0,0,-2244,393,2637,46,TRUE,0,0,13
Albert_Adomah,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,125,0,0,0,0,7220,0,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,0,0,0,8,0,0,0,0,0,0,13,0,1413,0,0,0,2,2,0,0,-13,10,23,54,FALSE,0,0,13
Aleix_Garc�a Serrano,0,0,0,0,0,0,0,0,0,0,0,0,578,0,0,122,0,0,0,0,7517,0,0,2016-11-26T12:30:00Z,11/26/19 12:30,0,0,0,0,0,3,0,0,0,0,0,0,13,0,459,0,0,0,2,1,0,0,-3,15,18,50,FALSE,0,0,13
Aleksandar_Kolarov,0,63,0,0,0,12,0,9,47,4.1,0,0,220,0,0,122,0,1,0,3.5,7159,23,0,2016-11-26T12:30:00Z,11/26/19 12:30,0,0,90,0,0,3,0,0,0,0,2,0,13,0,150527,0,0,0,2,1,8,2,-713,2297,3010,58,FALSE,0,0,13
Alexander_Manninger,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0,126,0,0,0,0,7463,0,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,0,0,0,15,0,0,0,0,0,0,13,0,15675,0,0,0,0,2,0,0,-23,215,238,40,TRUE,0,0,13
Alexis_S�nchez,0,47,0,0,3,47,0,0,34,66.9,2,0,12,0,0,121,1,1,2,24.1,6951,80,5,2016-11-27T14:15:00Z,11/27/19 14:15,0,0,90,0,1,2,0,0,0,0,6,0,13,0,909728,6,2,1,1,3,94,14,-10547,22234,32781,113,TRUE,0,1,13
Alex_Baptiste,0,0,0,0,0,0,0,0,0,0,0,0,522,0,0,125,0,0,0,0,7461,0,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,0,0,0,8,0,0,0,0,0,0,13,0,2930,0,0,0,2,2,0,0,-19,12,31,40,FALSE,0,0,13
Alex_Bruce,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,124,0,0,0,0,7093,0,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,0,0,0,19,0,0,0,0,0,0,13,0,7032,0,0,0,1,1,0,0,-7,137,144,40,TRUE,0,0,13
Alex_Iwobi,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,121,0,0,0,0,6960,0,0,2016-11-27T14:15:00Z,11/27/19 14:15,0,0,0,0,0,2,0,0,0,0,0,0,13,0,41247,0,0,0,1,3,0,0,-5949,1226,7175,58,TRUE,0,0,13
Alex_McCarthy,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,128,0,0,0,0,7040,0,0,2016-11-27T16:30:00Z,11/27/19 16:30,0,0,0,0,0,6,0,0,0,0,0,0,13,0,6886,0,0,0,0,1,0,0,-124,11,135,44,TRUE,0,0,13
Alex_Oxlade-Chamberlain,0,34,0,0,0,7,0,1,26,15.9,1,0,18,0,0,121,1,1,0,5.6,6957,3.8,1,2016-11-27T14:15:00Z,11/27/19 14:15,0,0,74,0,0,2,0,0,0,0,5,0,13,0,54746,3,0,0,1,3,36,2,307,1731,1424,58,TRUE,0,0,13
Alex_Palmer,0,0,0,0,0,0,0,0,0,0,0,0,601,0,0,124,0,0,0,0,7540,0,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,0,0,0,7,0,0,0,0,0,0,13,0,338,0,0,0,1,1,0,0,189,213,24,40,FALSE,0,0,13
Alex_Pritchard,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,123,0,0,0,0,7340,0,0,2016-11-26T17:30:00Z,11/26/19 17:30,0,0,0,0,0,4,0,0,0,0,0,0,13,0,199,0,0,0,1,2,0,0,-4,0,4,45,FALSE,0,0,13
Alfie_Mawson,0,0,0,0,0,0,0,0,0,0,0,0,558,0,0,129,0,0,0,0,7497,0,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,0,0,0,5,0,0,0,0,0,0,13,0,890,0,0,0,4,5,0,0,-46,20,66,45,TRUE,0,0,13
Allan-Rom�o_Nyom,0,25,0,0,1,17,0,2,19,1.8,1,0,412,0,0,124,0,1,0,1.2,7351,10.2,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,90,0,0,7,0,0,0,0,9,0,13,0,38623,0,3,0,1,1,0,3,11566,12235,669,43,FALSE,0,0,13
Allan_McGregor,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,124,0,0,0,0,7085,0,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,0,0,0,19,0,0,0,0,0,0,13,0,1020,0,0,0,1,1,0,0,-23,2,25,44,TRUE,0,0,13
Almen_Abdi,0,0,0,0,0,0,0,0,0,0,0,0,417,0,0,130,0,0,0,0,7356,0,0,2016-11-27T12:00:00Z,11/27/19 12:00,0,0,0,0,0,14,0,0,0,0,0,0,13,0,62,0,0,0,1,0,0,0,-2,1,3,50,TRUE,0,0,13
Ander_Herrera,0,110,0,0,0,18,0,8,101,10.3,0,0,262,0,0,127,2,1,0,2.6,7201,15.2,0,2016-11-27T16:30:00Z,11/27/19 16:30,0,0,90,0,0,20,0,0,0,0,7,0,13,0,15020,0,1,0,1,1,0,2,2034,2440,406,63,TRUE,0,0,13
Andreas_Pereira,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,127,0,0,0,0,7202,0,0,2016-11-27T16:30:00Z,11/27/19 16:30,0,0,0,0,0,20,0,0,0,0,0,0,13,0,2038,0,0,0,1,1,0,0,-16,2,18,44,TRUE,0,0,13
Andrew_Robertson,0,1,0,0,0,3,0,0,0,0,0,0,152,0,0,124,0,0,0,0,7091,0,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,1,0,0,19,0,0,0,0,0,0,13,0,37880,0,0,0,1,1,0,1,-1132,177,1309,43,TRUE,0,0,13
Andrew_Surman,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,121,0,0,0,0,6978,0,0,2016-11-27T14:15:00Z,11/27/19 14:15,0,0,0,0,0,1,0,0,0,0,0,0,13,0,5691,0,0,0,1,3,0,0,-213,11,224,47,FALSE,0,0,13
Andre_Gray,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,122,0,0,0,0,7007,0,0,2016-11-26T12:30:00Z,11/26/19 12:30,0,0,0,0,0,10,0,0,0,0,0,0,13,0,119155,0,0,0,2,1,0,0,-3817,331,4148,62,TRUE,0,0,13
Andros_Townsend,0,5,0,0,0,-2,0,1,4,4.3,0,0,120,0,0,129,1,4,0,1.4,7059,0,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,39,0,0,16,0,0,0,0,2,0,13,0,104686,1,0,0,4,5,10,0,-4845,620,5465,61,FALSE,0,1,13
Andr�_Ayew,0,5,0,0,0,0,0,1,4,0.8,1,0,374,0,0,127,1,0,0,0.4,7313,0.2,0,2016-11-27T16:30:00Z,11/27/19 16:30,0,0,17,0,0,11,0,0,0,0,1,0,13,0,46424,2,0,1,1,1,3,1,-463,203,666,71,FALSE,0,0,13
Andy_Carroll,0,0,0,0,0,0,0,0,0,0,0,0,468,0,0,127,0,0,0,0,7407,0,0,2016-11-27T16:30:00Z,11/27/19 16:30,0,0,0,0,0,11,0,0,0,0,0,0,13,0,53768,0,0,0,1,1,0,0,-315,53,368,62,FALSE,0,0,13
Andy_King,0,43,0,0,0,10,0,2,34,13.6,1,0,178,0,0,125,0,2,0,2.9,7117,5.6,1,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,90,0,0,12,0,0,0,0,5,0,13,0,9898,1,0,1,2,2,10,2,-159,116,275,48,TRUE,0,0,13
Angelo_Ogbonna,0,16,0,0,0,15,0,12,12,0.3,0,0,456,0,0,127,0,1,0,2.5,7395,24.6,0,2016-11-27T16:30:00Z,11/27/19 16:30,0,0,90,0,0,11,0,0,0,0,4,0,13,0,37705,0,1,0,1,1,0,2,-556,313,869,48,FALSE,0,0,13
Angel_Rangel,0,4,0,0,0,3,0,1,4,0.1,0,0,361,0,0,129,0,2,0,0.1,7300,0.4,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,11,0,0,5,0,0,0,0,0,0,13,0,10621,0,0,0,4,5,0,0,-193,72,265,43,TRUE,0,0,13
Anthony_Martial,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,127,0,0,0,0,7206,0,0,2016-11-27T16:30:00Z,11/27/19 16:30,0,0,0,0,0,20,0,0,0,0,0,0,13,0,109619,0,0,0,1,1,0,0,-1117,121,1238,93,TRUE,0,0,13
Antonio_Barrag�n,0,55,0,0,0,13,0,5,46,1.4,1,0,477,0,0,125,2,2,0,2.3,7416,19.4,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,90,0,0,8,0,0,0,0,2,0,13,0,50262,2,2,0,2,2,2,1,7762,9219,1457,45,FALSE,0,0,13
Antonio_Valencia,0,66,0,0,0,15,0,3,59,43.8,3,0,250,0,0,127,3,1,0,6.7,7189,17.6,2,2016-11-27T16:30:00Z,11/27/19 16:30,0,0,90,0,4,20,0,0,0,0,6,0,13,0,248533,1,0,0,1,1,6,1,23292,25849,2557,54,TRUE,0,1,13
Arouna_Kon�,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,128,0,0,0,0,7083,0,0,2016-11-27T16:30:00Z,11/27/19 16:30,0,0,0,0,0,13,0,0,0,0,0,0,13,0,34227,0,0,0,0,1,0,0,-1104,29,1133,51,FALSE,0,0,13
Arthur_Masuaku,0,0,0,0,0,0,0,0,0,0,0,0,505,0,0,127,0,0,0,0,7444,0,0,2016-11-27T16:30:00Z,11/27/19 16:30,0,0,0,0,0,11,0,0,0,0,0,0,13,0,7118,0,0,0,1,1,0,0,-194,7,201,47,FALSE,0,0,13
Artur_Boruc,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,121,0,0,0,0,6968,0,0,2016-11-27T14:15:00Z,11/27/19 14:15,0,0,0,0,0,1,0,0,0,0,0,0,13,0,322997,0,0,0,1,3,0,0,-29400,779,30179,46,FALSE,0,0,13
Ashley_Barnes,0,4,0,0,0,2,0,0,3,10.6,0,0,70,0,0,122,2,0,0,5.2,7009,3.2,1,2016-11-26T12:30:00Z,11/26/19 12:30,0,0,11,0,0,10,0,0,0,0,1,0,13,0,36039,0,0,0,2,1,38,1,2394,5695,3301,44,TRUE,0,0,13
Ashley_Fletcher,0,7,0,0,0,2,0,1,7,10.9,1,0,535,0,0,127,3,0,0,5.7,7474,5.4,1,2016-11-27T16:30:00Z,11/27/19 16:30,0,0,25,0,0,11,0,0,0,0,3,0,13,0,6022,1,0,0,1,1,41,1,-199,216,415,50,FALSE,0,0,13
Ashley_Williams,0,36,0,0,0,14,0,10,32,1,0,0,359,0,0,128,1,1,0,2.9,7298,27.6,0,2016-11-27T16:30:00Z,11/27/19 16:30,0,0,90,0,0,13,0,0,0,0,9,0,13,0,341199,0,0,0,0,1,0,1,-12096,1795,13891,51,FALSE,0,1,13
Ashley_Young,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,127,0,0,0,0,7199,0,0,2016-11-27T16:30:00Z,11/27/19 16:30,0,0,0,0,0,20,0,0,0,0,0,0,13,0,2835,0,0,0,1,1,0,0,-58,47,105,52,TRUE,0,0,13
Asmir_Begovic,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,123,0,0,0,0,7013,0,0,2016-11-26T17:30:00Z,11/26/19 17:30,0,0,0,0,0,17,0,0,0,0,0,0,13,0,8877,0,0,0,1,2,0,0,-83,27,110,48,TRUE,0,0,13
Bacary_Sagna,0,63,0,0,0,17,0,5,59,14.2,0,0,224,0,0,122,0,1,0,3.6,7163,13.4,1,2016-11-26T12:30:00Z,11/26/19 12:30,0,0,90,0,0,3,0,0,0,0,7,0,13,0,82418,0,0,0,2,1,8,2,63,709,646,53,FALSE,0,0,13
Baf�timbi_Gomis,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,129,0,0,0,0,7316,0,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,0,0,0,5,0,0,0,0,0,0,13,0,921,0,0,0,4,5,0,0,-14,10,24,65,TRUE,0,0,13
Bakary_Sako,0,4,0,0,0,1,0,0,2,0.3,0,0,119,0,0,129,1,2,0,0.4,7058,1.2,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,9,0,0,16,0,0,0,0,0,0,13,0,587,1,0,0,4,5,2,1,2,23,21,53,FALSE,0,0,13
Bamidele_Alli,1,31,0,0,0,22,0,1,27,16.8,1,0,398,0,0,123,2,2,0,4.5,7337,24,1,2016-11-26T17:30:00Z,11/26/19 17:30,0,0,72,1,0,4,0,0,0,0,4,0,13,0,183688,3,3,0,1,2,4,5,-5877,1111,6988,81,FALSE,0,0,13
Bartosz_Kapustka,0,0,0,0,0,0,0,0,0,0,0,0,497,0,0,125,0,0,0,0,7436,0,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,0,0,0,12,0,0,0,0,0,0,13,0,3041,0,0,0,2,2,0,0,-31,5,36,51,TRUE,0,0,13
Bastian_Schweinsteiger,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,127,0,0,0,0,7204,0,0,2016-11-27T16:30:00Z,11/27/19 16:30,0,0,0,0,0,20,0,0,0,0,0,0,13,0,5652,0,0,0,1,1,0,0,-68,15,83,51,TRUE,0,0,13
Benik_Afobe,0,5,0,1,0,-1,0,0,3,1.6,1,0,52,0,0,121,0,1,0,4.1,6991,4.4,0,2016-11-27T14:15:00Z,11/27/19 14:15,0,0,28,2,0,1,0,0,0,0,0,0,13,0,11696,0,0,0,1,3,35,1,-327,131,458,56,FALSE,0,0,13
Benjamin_Chilwell,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,125,0,0,0,0,7435,0,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,0,0,0,12,0,0,0,0,0,0,13,0,5245,0,0,0,2,2,0,0,-152,15,167,43,TRUE,0,0,13
Ben_Davies,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,123,0,0,0,0,7325,0,0,2016-11-26T17:30:00Z,11/26/19 17:30,0,0,0,0,0,4,0,0,0,0,0,0,13,0,8724,0,0,0,1,2,0,0,-444,12,456,48,FALSE,0,0,13
Ben_Foster,0,24,0,0,0,14,0,0,11,0,0,0,430,0,1,124,0,1,0,1.5,7369,14.6,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,90,0,0,7,0,0,0,0,10,0,13,3,631222,0,0,0,1,1,0,3,16762,22377,5615,47,FALSE,0,0,13
Ben_Gibson,0,64,0,0,0,12,0,4,53,0.3,0,0,278,0,0,125,0,2,0,1.5,7217,10.8,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,90,0,0,8,0,0,0,0,2,0,13,0,289982,0,0,0,2,2,4,1,15385,20788,5403,47,FALSE,0,0,13
Ben_Hamer,0,0,0,0,0,0,0,0,0,0,0,0,583,0,0,125,0,0,0,0,7522,0,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,0,0,0,12,0,0,0,0,0,0,13,0,484,0,0,0,2,2,0,0,-17,16,33,45,TRUE,0,0,13
Ben_Hinchcliffe,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,124,0,0,0,0,7484,0,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,0,0,0,19,0,0,0,0,0,0,13,0,1594,0,0,0,1,1,0,0,-23,66,89,45,TRUE,0,0,13
Ben_Mee,0,25,0,0,0,13,0,7,13,0.2,0,0,56,0,0,122,0,2,0,1.9,6995,16.8,0,2016-11-26T12:30:00Z,11/26/19 12:30,0,0,90,0,0,10,0,0,0,0,6,0,13,0,54876,0,1,0,2,1,2,1,-1169,1583,2752,45,TRUE,0,0,13
Ben_Watson,0,0,0,0,0,0,0,0,0,0,0,0,418,0,0,130,0,0,0,0,7357,0,0,2016-11-27T12:00:00Z,11/27/19 12:00,0,0,0,0,0,14,0,0,0,0,0,0,13,0,28938,0,0,0,1,0,0,0,-618,266,884,43,TRUE,0,0,13
Ben_Woodburn,0,1,0,0,0,3,0,0,1,0,0,0,603,0,0,126,0,0,0,0,7542,0.2,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,1,0,0,15,0,0,0,0,1,0,13,0,0,0,0,0,0,2,0,1,0,0,0,45,TRUE,0,0,13
Ben_Wynter,0,0,0,0,0,0,0,0,0,0,0,0,585,0,0,129,0,0,0,0,7524,0,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,0,0,0,16,0,0,0,0,0,0,13,0,7093,0,0,0,4,5,0,0,-108,185,293,40,FALSE,0,0,13
Bernardo_Espinosa Z��iga,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,125,0,0,0,0,7219,0,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,0,0,0,8,0,0,0,0,0,0,13,0,861,0,0,0,2,2,0,0,-1,24,25,44,FALSE,0,0,13
Bertrand_Traore,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,123,0,0,0,0,7030,0,0,2016-11-26T17:30:00Z,11/26/19 17:30,0,0,0,0,0,17,0,0,0,0,0,0,13,0,988,0,0,0,1,2,0,0,-9,4,13,54,TRUE,0,0,13
Billy_Jones,0,16,0,0,0,10,0,8,10,10.9,0,0,343,0,0,126,1,2,0,3.3,7282,21.8,1,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,90,0,0,9,0,0,0,0,4,0,13,0,1328,1,0,0,0,2,0,1,93,129,36,44,FALSE,0,0,13
Boaz_Myhill,0,0,0,0,0,0,0,0,0,0,0,0,429,0,0,124,0,0,0,0,7368,0,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,0,0,0,7,0,0,0,0,0,0,13,0,24375,0,0,0,1,1,0,0,-745,59,804,42,FALSE,0,0,13
Bojan_Krkic,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,130,0,0,0,0,7274,0,0,2016-11-27T12:00:00Z,11/27/19 12:00,0,0,0,0,0,18,0,0,0,0,0,0,13,0,40298,0,0,0,1,0,0,0,-523,599,1122,56,FALSE,0,0,13
Borja_Bast�n,0,0,0,0,0,0,0,0,0,0,0,0,507,0,0,129,0,0,0,0,7446,0,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,0,0,0,5,0,0,0,0,0,0,13,0,2831,0,0,0,4,5,0,0,-461,67,528,69,TRUE,0,0,13
Bradley_Guzan,0,0,0,0,0,0,0,0,0,0,0,0,490,0,0,125,0,0,0,0,7429,0,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,0,0,0,8,0,0,0,0,0,0,13,0,24528,0,0,0,2,2,0,0,-512,47,559,43,FALSE,0,0,13
Bradley_Smith,0,26,0,0,0,2,0,5,19,1.5,0,0,197,0,0,121,2,2,0,3.7,7136,10.2,0,2016-11-27T14:15:00Z,11/27/19 14:15,0,0,80,0,0,1,0,0,0,0,7,0,13,0,134032,3,0,0,1,3,25,0,-1271,1071,2342,40,FALSE,0,1,13
Branislav_Ivanovic,0,4,0,0,0,3,0,0,2,0.1,0,0,76,0,0,123,0,0,0,0,7015,0,0,2016-11-26T17:30:00Z,11/26/19 17:30,0,0,10,0,0,17,0,0,0,0,0,0,13,0,146227,0,0,0,1,2,0,1,-3011,213,3224,58,TRUE,0,0,13
Brendan_Galloway,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,124,0,0,0,0,7068,0,0,2016-11-26T15:00:00Z,11/26/19 15:00,0,0,0,0,0,7,0,0,0,0,0,0,13,0,9947,0,0,0,1,1,0,0,-467,111,578,42,FALSE,0,0,13
