name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,game_week
Adnan_Januzaj,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,102,0,0,0,0,6000,0,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,0,0,0,2,0,0,0,0,0,0,11,0,22162,0,0,0,2,1,0,0,-496,136,632,53,FALSE,0,0,11
Adrian_Mariappa,0,0,0,0,0,0,0,0,0,0,0,0,556,0,0,107,0,0,0,0,6295,0,0,2016-11-06T14:15:00Z,11/6/19 14:15,0,0,0,0,0,9,0,0,0,0,0,0,11,0,18147,0,0,0,1,6,0,0,625,1452,827,40,FALSE,0,0,11
Adri�n_San Miguel del Castillo,0,22,0,0,0,9,0,1,14,0,0,0,450,1,0,110,0,1,0,1.3,6189,13.2,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,90,0,0,14,0,0,0,0,10,0,11,3,113169,0,0,0,1,1,0,2,-1984,1646,3630,50,TRUE,0,1,11
Ahmed_Elmohamady,0,33,0,0,0,15,0,9,24,0.9,1,0,158,0,0,105,1,1,0,1.5,5897,14.2,0,2016-11-06T14:15:00Z,11/6/19 14:15,0,0,90,0,0,13,0,0,0,0,3,0,11,0,10766,0,1,0,1,2,0,2,-432,102,534,48,TRUE,0,0,11
Ahmed_Musa,0,22,0,0,0,6,0,1,14,2.3,4,0,187,0,0,106,2,1,0,2.3,5926,2.6,0,2016-11-06T16:30:00Z,11/6/19 16:30,0,0,66,1,0,19,0,0,0,0,3,0,11,0,179103,2,0,0,2,1,18,2,28763,32393,3630,70,TRUE,0,0,11
Aiden_O'Neill,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,103,0,0,0,0,6270,0,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,0,0,0,5,0,0,0,0,0,0,11,0,1223,0,0,0,2,3,0,0,-1,76,77,44,TRUE,0,0,11
Ainsley_Maitland-Niles,0,0,0,0,0,0,0,0,0,0,0,0,593,0,0,101,0,0,0,0,6332,0,0,2016-11-06T12:00:00Z,11/6/19 12:00,0,0,0,0,0,17,0,0,0,0,0,0,11,0,33,0,0,0,1,1,0,0,1,11,10,45,TRUE,0,0,11
Alberto_Moreno,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,107,0,0,0,0,5931,0,0,2016-11-06T14:15:00Z,11/6/19 14:15,0,0,0,0,0,18,0,0,0,0,0,0,11,0,79714,0,0,0,1,6,0,0,2244,4071,1827,46,TRUE,0,0,11
Albert_Adomah,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,108,0,0,0,0,6020,0,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,0,0,0,10,0,0,0,0,0,0,11,0,1464,0,0,0,1,1,0,0,-52,5,57,54,FALSE,0,0,11
Aleix_Garc�a Serrano,0,6,0,0,0,3,0,0,5,1.3,0,0,578,0,0,108,0,1,0,0.3,6317,1.4,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,5,0,0,12,0,0,0,0,0,0,11,0,381,0,0,0,1,1,0,1,13,35,22,50,TRUE,0,0,11
Aleksandar_Kolarov,0,71,0,0,0,15,0,6,64,3.2,0,0,220,0,0,108,0,1,0,3.3,5959,18.4,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,90,0,0,12,0,0,0,0,4,0,11,0,151990,0,0,1,1,1,11,2,-16,4504,4520,58,TRUE,0,0,11
Alexander_Manninger,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0,107,0,0,0,0,6263,0,0,2016-11-06T14:15:00Z,11/6/19 14:15,0,0,0,0,0,18,0,0,0,0,0,0,11,0,15264,0,0,0,1,6,0,0,-27,356,383,40,TRUE,0,0,11
Alexis_S�nchez,0,36,0,0,0,9,0,0,23,55.8,0,0,12,0,0,101,1,1,0,8.8,5751,11.6,4,2016-11-06T12:00:00Z,11/6/19 12:00,0,0,90,3,1,17,0,0,0,0,2,0,11,0,1045901,1,2,1,1,1,21,2,56834,83980,27146,114,TRUE,0,0,11
Alex_Baptiste,0,0,0,0,0,0,0,0,0,0,0,0,522,0,0,108,0,0,0,0,6261,0,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,0,0,0,10,0,0,0,0,0,0,11,0,2997,0,0,0,1,1,0,0,-80,30,110,40,FALSE,0,0,11
Alex_Bruce,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,105,0,0,0,0,5893,0,0,2016-11-06T14:15:00Z,11/6/19 14:15,0,0,0,0,0,13,0,0,0,0,0,0,11,0,6929,0,0,0,1,2,0,0,142,381,239,40,TRUE,0,0,11
Alex_Iwobi,0,36,0,0,0,8,0,1,28,13.3,0,0,21,0,0,101,0,1,0,3.8,5760,7.4,1,2016-11-06T12:00:00Z,11/6/19 12:00,0,0,69,0,0,17,0,0,0,0,4,0,11,0,52055,2,0,0,1,1,17,2,-12837,2456,15293,58,TRUE,0,0,11
Alex_McCarthy,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,105,0,0,0,0,5840,0,0,2016-11-06T14:15:00Z,11/6/19 14:15,0,0,0,0,0,7,0,0,0,0,0,0,11,0,7273,0,0,0,1,2,0,0,-377,13,390,44,FALSE,0,0,11
Alex_Oxlade-Chamberlain,0,6,0,0,0,1,0,1,3,10.3,0,0,18,0,0,101,3,0,0,1.4,5757,2,1,2016-11-06T12:00:00Z,11/6/19 12:00,0,0,20,0,0,17,0,0,0,0,1,0,11,0,56847,0,0,0,1,1,2,1,491,3291,2800,58,TRUE,0,0,11
Alex_Pritchard,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,101,0,0,0,0,6140,0,0,2016-11-06T12:00:00Z,11/6/19 12:00,0,0,0,0,0,1,0,0,0,0,0,0,11,0,204,0,0,0,1,1,0,0,-3,1,4,45,FALSE,0,0,11
Alfie_Mawson,0,67,0,0,0,18,0,6,54,0.7,2,0,558,0,0,109,0,3,0,2.3,6297,18.6,0,2016-11-06T15:00:00Z,11/6/19 15:00,0,0,90,0,0,11,0,0,0,0,10,0,11,0,853,0,0,0,3,1,4,1,56,117,61,45,TRUE,0,0,11
Allan-Rom�o_Nyom,0,32,0,0,0,18,0,7,19,0.6,0,0,412,0,0,106,0,1,0,1.8,6151,15.8,0,2016-11-06T16:30:00Z,11/6/19 16:30,0,0,90,0,0,8,0,0,0,0,9,0,11,0,22858,0,3,0,2,1,2,2,323,1279,956,43,FALSE,0,0,11
Allan_McGregor,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,105,0,0,0,0,5885,0,0,2016-11-06T14:15:00Z,11/6/19 14:15,0,0,0,0,0,13,0,0,0,0,0,0,11,0,1034,0,0,0,1,2,0,0,-22,8,30,44,TRUE,0,0,11
Almen_Abdi,0,0,0,0,0,0,0,0,0,0,0,0,417,0,0,107,0,0,0,0,6156,0,0,2016-11-06T14:15:00Z,11/6/19 14:15,0,0,0,0,0,9,0,0,0,0,0,0,11,0,65,0,0,0,1,6,0,0,-3,4,7,50,FALSE,0,0,11
Ander_Herrera,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,109,0,0,0,0,6001,0,0,2016-11-06T15:00:00Z,11/6/19 15:00,0,0,0,0,0,16,0,0,0,0,0,0,11,0,11744,0,0,0,3,1,0,0,-2846,465,3311,63,FALSE,0,0,11
Andreas_Pereira,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,109,0,0,0,0,6002,0,0,2016-11-06T15:00:00Z,11/6/19 15:00,0,0,0,0,0,16,0,0,0,0,0,0,11,0,2091,0,0,0,3,1,0,0,-40,2,42,44,FALSE,0,0,11
Andrew_Robertson,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,105,0,0,0,0,5891,0,0,2016-11-06T14:15:00Z,11/6/19 14:15,0,0,0,0,0,13,0,0,0,0,0,0,11,0,42822,0,0,0,1,2,0,0,-5478,9,5487,44,TRUE,0,0,11
Andrew_Surman,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,102,0,0,0,0,5778,0,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,0,0,0,15,0,0,0,0,0,0,11,0,6338,0,0,0,2,1,0,0,-659,28,687,48,TRUE,0,0,11
Andre_Gray,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,103,0,0,0,0,5807,0,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,0,0,0,5,0,0,0,0,0,0,11,0,126926,0,0,0,2,3,0,0,1009,4910,3901,62,TRUE,0,0,11
Andros_Townsend,1,35,0,0,1,29,0,0,33,35.2,7,0,120,0,0,103,0,3,0,6.8,5859,16,2,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,90,1,2,3,0,0,0,0,7,0,11,0,114828,5,2,3,2,3,17,6,-14151,704,14855,61,FALSE,0,0,11
Andr�_Ayew,0,19,0,0,0,4,1,0,16,6.3,0,0,374,0,0,110,0,0,0,0.8,6113,0,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,62,1,0,14,0,0,0,0,1,0,11,0,47066,1,0,0,1,1,2,3,828,1339,511,71,TRUE,0,0,11
Andy_Carroll,0,0,0,0,0,0,0,0,0,0,0,0,468,0,0,110,0,0,0,0,6207,0,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,0,0,0,14,0,0,0,0,0,0,11,0,54812,0,0,0,1,1,0,0,-938,56,994,62,TRUE,0,0,11
Andy_King,0,55,0,0,0,18,0,2,43,2.3,0,0,178,0,0,106,1,2,0,3.5,5917,14.8,0,2016-11-06T16:30:00Z,11/6/19 16:30,0,0,90,0,0,19,0,0,0,0,4,0,11,0,9876,0,5,1,2,1,18,2,-119,189,308,48,TRUE,0,0,11
Angelo_Ogbonna,0,65,0,0,0,14,0,9,50,2.2,0,0,456,0,0,110,0,1,0,4.5,6195,24,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,90,0,0,14,0,0,0,0,6,0,11,0,37153,0,0,0,1,1,19,2,709,1651,942,48,TRUE,0,0,11
Angel_Rangel,0,64,0,0,0,17,0,5,56,12.6,2,0,361,0,0,109,1,3,0,3.1,6100,17.6,1,2016-11-06T15:00:00Z,11/6/19 15:00,0,0,90,0,0,11,0,0,0,0,7,0,11,0,10791,0,1,1,3,1,1,1,-264,181,445,43,TRUE,0,0,11
Anthony_Martial,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,109,0,0,0,0,6006,0,0,2016-11-06T15:00:00Z,11/6/19 15:00,0,0,0,0,0,16,0,0,0,0,0,0,11,0,112120,0,0,0,3,1,0,0,-4594,161,4755,93,FALSE,0,0,11
Antonio_Barrag�n,0,27,0,0,0,10,0,10,16,0.5,1,0,477,0,0,108,2,1,0,2,6216,19,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,90,0,0,10,0,0,0,0,2,0,11,0,30549,0,0,0,1,1,0,2,5766,7061,1295,45,FALSE,0,0,11
Antonio_Valencia,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,109,0,0,0,0,5989,0,0,2016-11-06T15:00:00Z,11/6/19 15:00,0,0,0,0,0,16,0,0,0,0,0,0,11,0,278621,0,0,0,3,1,0,0,-197458,628,198086,55,FALSE,0,0,11
Arouna_Kon�,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,104,0,0,0,0,5883,0,0,2016-11-05T17:30:00Z,11/5/19 17:30,0,0,0,0,0,4,0,0,0,0,0,0,11,0,37838,0,0,0,0,5,0,0,-2458,435,2893,51,FALSE,0,0,11
Arthur_Masuaku,0,0,0,0,0,0,0,0,0,0,0,0,505,0,0,110,0,0,0,0,6244,0,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,0,0,0,14,0,0,0,0,0,0,11,0,7687,0,0,0,1,1,0,0,-458,3,461,48,TRUE,0,0,11
Artur_Boruc,0,19,0,0,0,12,0,0,14,0,0,0,29,0,0,102,0,2,0,1.5,5768,14.6,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,90,0,0,15,0,0,0,0,6,0,11,2,347015,0,0,0,2,1,0,1,13614,21072,7458,46,TRUE,0,0,11
Ashley_Barnes,0,2,0,0,1,29,0,0,2,0.3,0,0,70,0,0,103,0,0,1,5.1,5809,33.2,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,5,0,0,5,0,0,0,0,0,0,11,0,9993,1,0,0,2,3,17,6,2314,2908,594,44,TRUE,1,0,11
Ashley_Fletcher,0,12,0,0,0,1,0,1,10,2.3,2,0,535,0,0,110,1,1,0,0.6,6274,3.6,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,28,0,0,14,0,0,0,0,0,0,11,0,5811,3,0,0,1,1,0,1,6,565,559,50,TRUE,0,0,11
Ashley_Williams,0,50,0,0,0,14,0,7,40,0.9,0,0,359,0,0,104,2,5,0,2.5,6098,21.8,0,2016-11-05T17:30:00Z,11/5/19 17:30,0,0,90,1,0,4,0,0,0,0,5,0,11,0,353951,1,2,0,0,5,2,0,-4963,6432,11395,51,FALSE,0,0,11
Ashley_Young,0,73,0,0,0,26,0,9,67,7.3,0,0,260,0,0,109,0,1,0,3,5999,22.6,0,2016-11-06T15:00:00Z,11/6/19 15:00,0,0,90,0,0,16,0,0,0,0,7,0,11,0,2681,0,4,0,3,1,0,2,-60,70,130,52,FALSE,0,0,11
Asmir_Begovic,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,104,0,0,0,0,5813,0,0,2016-11-05T17:30:00Z,11/5/19 17:30,0,0,0,0,0,6,0,0,0,0,0,0,11,0,8906,0,0,0,0,5,0,0,-172,34,206,48,TRUE,0,0,11
Bacary_Sagna,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,108,0,0,0,0,5963,0,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,0,0,0,12,0,0,0,0,0,0,11,0,86194,0,0,0,1,1,0,0,-6075,70,6145,53,TRUE,0,0,11
Baf�timbi_Gomis,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,109,0,0,0,0,6116,0,0,2016-11-06T15:00:00Z,11/6/19 15:00,0,0,0,0,0,11,0,0,0,0,0,0,11,0,934,0,0,0,3,1,0,0,-9,9,18,65,TRUE,0,0,11
Bakary_Sako,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,103,0,0,0,0,5858,0,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,0,0,0,3,0,0,0,0,0,0,11,0,604,0,0,0,2,3,0,0,-12,27,39,54,FALSE,0,0,11
Bamidele_Alli,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,101,0,0,0,0,6137,0,0,2016-11-06T12:00:00Z,11/6/19 12:00,0,0,0,0,0,1,0,0,0,0,0,0,11,0,259670,0,0,0,1,1,0,0,-21669,7065,28734,82,FALSE,0,0,11
Bartosz_Kapustka,0,0,0,0,0,0,0,0,0,0,0,0,497,0,0,106,0,0,0,0,6236,0,0,2016-11-06T16:30:00Z,11/6/19 16:30,0,0,0,0,0,19,0,0,0,0,0,0,11,0,3102,0,0,0,2,1,0,0,-91,15,106,51,TRUE,0,0,11
Bastian_Schweinsteiger,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,109,0,0,0,0,6004,0,0,2016-11-06T15:00:00Z,11/6/19 15:00,0,0,0,0,0,16,0,0,0,0,0,0,11,0,5773,0,0,0,3,1,0,0,-66,106,172,51,FALSE,0,0,11
Benik_Afobe,0,19,0,0,0,4,0,0,18,36.3,0,0,52,0,0,102,1,1,0,5.7,5791,3.8,3,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,45,0,0,15,0,0,0,0,1,0,11,0,11977,1,1,2,2,1,17,1,100,680,580,56,TRUE,0,0,11
Benjamin_Chilwell,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,106,0,0,0,0,6235,0,0,2016-11-06T16:30:00Z,11/6/19 16:30,0,0,0,0,0,19,0,0,0,0,0,0,11,0,5681,0,0,0,2,1,0,0,-380,22,402,43,TRUE,0,0,11
Ben_Davies,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,101,0,0,0,0,6125,0,0,2016-11-06T12:00:00Z,11/6/19 12:00,0,0,0,0,0,1,0,0,0,0,0,0,11,0,10303,0,0,0,1,1,0,0,-998,124,1122,48,FALSE,0,0,11
Ben_Foster,0,36,0,0,0,13,0,0,15,0,0,0,430,0,0,106,0,1,0,1,6169,9.8,0,2016-11-06T16:30:00Z,11/6/19 16:30,0,0,90,0,0,8,0,0,0,0,9,0,11,2,618171,0,0,0,2,1,0,2,-22431,3066,25497,47,FALSE,0,0,11
Ben_Gibson,0,18,0,0,0,11,0,10,15,0.1,0,0,278,0,0,108,0,1,0,1.5,6017,15.2,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,90,0,0,10,0,0,0,0,2,0,11,0,204928,0,0,0,1,1,0,2,33556,39228,5672,46,FALSE,0,0,11
Ben_Hamer,0,0,0,0,0,0,0,0,0,0,0,0,583,0,0,106,0,0,0,0,6322,0,0,2016-11-06T16:30:00Z,11/6/19 16:30,0,0,0,0,0,19,0,0,0,0,0,0,11,0,427,0,0,0,2,1,0,0,29,60,31,45,TRUE,0,0,11
Ben_Hinchcliffe,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,105,0,0,0,0,6284,0,0,2016-11-06T14:15:00Z,11/6/19 14:15,0,0,0,0,0,13,0,0,0,0,0,0,11,0,1431,0,0,0,1,2,0,0,39,156,117,45,TRUE,0,0,11
Ben_Mee,0,21,0,0,0,20,0,18,14,0.1,0,0,56,0,0,103,0,2,0,3.5,5795,34.4,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,90,0,0,5,0,0,0,0,3,0,11,0,45152,0,2,0,2,3,0,1,11534,12725,1191,45,TRUE,0,0,11
Ben_Watson,0,16,0,0,0,5,0,1,12,0.2,1,0,418,0,0,107,0,1,0,0.4,6157,3.6,0,2016-11-06T14:15:00Z,11/6/19 14:15,0,0,30,0,0,9,0,0,0,0,3,0,11,0,29755,0,0,0,1,6,0,1,-767,781,1548,43,FALSE,0,0,11
Ben_Wynter,0,0,0,0,0,0,0,0,0,0,0,0,585,0,0,103,0,0,0,0,6324,0,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,0,0,0,3,0,0,0,0,0,0,11,0,6527,0,0,0,2,3,0,0,507,988,481,40,FALSE,0,0,11
Bernardo_Espinosa Z��iga,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,108,0,0,0,0,6019,0,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,0,0,0,10,0,0,0,0,0,0,11,0,819,0,0,0,1,1,0,0,-10,24,34,44,FALSE,0,0,11
Bertrand_Traore,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,104,0,0,0,0,5830,0,0,2016-11-05T17:30:00Z,11/5/19 17:30,0,0,0,0,0,6,0,0,0,0,0,0,11,0,992,0,0,0,0,5,0,0,-10,6,16,54,TRUE,0,0,11
Billy_Jones,0,11,0,0,0,17,0,7,10,11.8,1,0,343,0,0,102,3,1,0,4.1,6082,21.6,1,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,90,0,0,2,0,0,0,0,3,0,11,0,1022,0,4,0,2,1,8,2,9,44,35,44,FALSE,0,0,11
Boaz_Myhill,0,0,0,0,0,0,0,0,0,0,0,0,429,0,0,106,0,0,0,0,6168,0,0,2016-11-06T16:30:00Z,11/6/19 16:30,0,0,0,0,0,8,0,0,0,0,0,0,11,0,25614,0,0,0,2,1,0,0,-984,103,1087,42,FALSE,0,0,11
Bojan_Krkic,0,8,0,0,2,20,0,1,7,1.1,0,0,335,0,0,110,0,0,1,5.1,6074,33.2,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,20,0,0,20,0,0,0,0,1,0,11,0,39718,1,0,0,1,1,17,8,-2621,135,2756,56,FALSE,0,0,11
Borja_Bast�n,0,25,0,0,0,6,0,1,23,2,0,0,507,0,0,109,0,3,0,0.2,6246,0,0,2016-11-06T15:00:00Z,11/6/19 15:00,0,0,90,0,0,11,0,0,0,0,1,0,11,0,3753,0,0,0,3,1,0,2,-1174,205,1379,69,TRUE,0,0,11
Bradley_Guzan,0,0,0,0,0,0,0,0,0,0,0,0,490,0,0,108,0,0,0,0,6229,0,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,0,0,0,10,0,0,0,0,0,0,11,0,25640,0,0,0,1,1,0,0,-992,76,1068,44,FALSE,0,0,11
Bradley_Smith,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,102,0,0,0,0,5936,0,0,2016-11-05T15:00:00Z,11/5/19 15:00,0,0,0,0,0,15,0,0,0,0,0,0,11,0,138192,0,0,0,2,1,0,0,-7337,612,7949,40,TRUE,0,0,11
Branislav_Ivanovic,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,104,0,0,0,0,5815,0,0,2016-11-05T17:30:00Z,11/5/19 17:30,0,0,0,0,0,6,0,0,0,0,0,0,11,0,154347,0,0,0,0,5,0,0,-5334,321,5655,58,TRUE,0,0,11
Brendan_Galloway,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,106,0,0,0,0,5868,0,0,2016-11-06T16:30:00Z,11/6/19 16:30,0,0,0,0,0,8,0,0,0,0,0,0,11,0,10736,0,0,0,2,1,0,0,-655,184,839,43,FALSE,0,0,11
Brian_Lenihan,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,105,0,0,0,0,5887,0,0,2016-11-06T14:15:00Z,11/6/19 14:15,0,0,0,0,0,13,0,0,0,0,0,0,11,0,60760,0,0,0,1,2,0,0,4576,7247,2671,39,TRUE,0,0,11
Brice_Dja Dj�dj�,0,0,0,0,0,0,0,0,0,0,0,0,481,0,0,107,0,0,0,0,6220,0,0,2016-11-06T14:15:00Z,11/6/19 14:15,0,0,0,0,0,9,0,0,0,0,0,0,11,0,776,0,0,0,1,6,0,0,-18,1,19,44,FALSE,0,0,11
